"","Site","Quadrat","date","meanT7","meanT14","meanT21","meanT28","meanT35","meanT42","meanRH7","meanRH14","meanRH21","meanRH28","meanRH35","meanRH42","VisSky","Grid","Rachis","Diameter","Vegetation","Year","daynumber","r","area","sumareaqmm","sumareaqum"
"2684","Wiltshire","A","02/08/2018",16.97325397,18.20840278,17.95444775,18.3803001,18.55201091,18.29032077,87.68269345,80.90934772,80.43480159,78.13640749,76.53363492,75.87216104,0.054,22,2,216.4967957,"Moss",18,214,108.2483979,36812.28936,7.32524110828494,7325241.10828494
"2685","Wiltshire","A","02/08/2018",16.97325397,18.20840278,17.95444775,18.3803001,18.55201091,18.29032077,87.68269345,80.90934772,80.43480159,78.13640749,76.53363492,75.87216104,0.054,22,2,768.3930664,"Moss",18,214,384.1965332,463720.9918,7.32524110828494,7325241.10828494
"2686","Wiltshire","A","02/08/2018",16.97325397,18.20840278,17.95444775,18.3803001,18.55201091,18.29032077,87.68269345,80.90934772,80.43480159,78.13640749,76.53363492,75.87216104,0.054,22,1,863.3633423,"Moss",18,214,431.6816712,585432.8543,7.32524110828494,7325241.10828494
"2687","Wiltshire","A","02/08/2018",16.97325397,18.20840278,17.95444775,18.3803001,18.55201091,18.29032077,87.68269345,80.90934772,80.43480159,78.13640749,76.53363492,75.87216104,0.054,22,4,247.0383835,"Moss",18,214,123.5191918,47931.25,7.32524110828494,7325241.10828494
"2688","Wiltshire","A","02/08/2018",16.97325397,18.20840278,17.95444775,18.3803001,18.55201091,18.29032077,87.68269345,80.90934772,80.43480159,78.13640749,76.53363492,75.87216104,0.054,22,3,298.2536163,"Moss",18,214,149.1268082,69865.26613,7.32524110828494,7325241.10828494
"2689","Wiltshire","A","02/08/2018",16.97325397,18.20840278,17.95444775,18.3803001,18.55201091,18.29032077,87.68269345,80.90934772,80.43480159,78.13640749,76.53363492,75.87216104,0.054,22,4,257.5520477,"Moss",18,214,128.7760239,52097.86136,7.32524110828494,7325241.10828494
"2690","Wiltshire","A","02/08/2018",16.97325397,18.20840278,17.95444775,18.3803001,18.55201091,18.29032077,87.68269345,80.90934772,80.43480159,78.13640749,76.53363492,75.87216104,0.054,22,4,273.3755798,"Moss",18,214,136.6877899,58696.10942,7.32524110828494,7325241.10828494
"2691","Wiltshire","A","02/08/2018",16.97325397,18.20840278,17.95444775,18.3803001,18.55201091,18.29032077,87.68269345,80.90934772,80.43480159,78.13640749,76.53363492,75.87216104,0.054,22,4,316.2754669,"Moss",18,214,158.1377335,78563.51256,7.32524110828494,7325241.10828494
"2692","Wiltshire","A","02/08/2018",16.97325397,18.20840278,17.95444775,18.3803001,18.55201091,18.29032077,87.68269345,80.90934772,80.43480159,78.13640749,76.53363492,75.87216104,0.054,22,4,200.2628708,"Moss",18,214,100.1314354,31498.56411,7.32524110828494,7325241.10828494
"2693","Wiltshire","A","02/08/2018",16.97325397,18.20840278,17.95444775,18.3803001,18.55201091,18.29032077,87.68269345,80.90934772,80.43480159,78.13640749,76.53363492,75.87216104,0.054,22,4,226.395752,"Moss",18,214,113.197876,40255.61155,7.32524110828494,7325241.10828494
"2694","Wiltshire","A","02/08/2018",16.97325397,18.20840278,17.95444775,18.3803001,18.55201091,18.29032077,87.68269345,80.90934772,80.43480159,78.13640749,76.53363492,75.87216104,0.054,22,1,494.4715118,"Moss",18,214,247.2357559,192031.4814,7.32524110828494,7325241.10828494
"2695","Wiltshire","A","02/08/2018",16.97325397,18.20840278,17.95444775,18.3803001,18.55201091,18.29032077,87.68269345,80.90934772,80.43480159,78.13640749,76.53363492,75.87216104,0.054,22,2,296.5996552,"Moss",18,214,148.2998276,69092.54101,7.32524110828494,7325241.10828494
"2696","Wiltshire","A","02/08/2018",16.97325397,18.20840278,17.95444775,18.3803001,18.55201091,18.29032077,87.68269345,80.90934772,80.43480159,78.13640749,76.53363492,75.87216104,0.054,22,1,715.1654053,"Moss",18,214,357.5827027,401700.9675,7.32524110828494,7325241.10828494
"2697","Wiltshire","A","02/08/2018",16.97325397,18.20840278,17.95444775,18.3803001,18.55201091,18.29032077,87.68269345,80.90934772,80.43480159,78.13640749,76.53363492,75.87216104,0.054,22,1,240.1842422,"Moss",18,214,120.0921211,45308.41855,7.32524110828494,7325241.10828494
"2698","Wiltshire","A","02/08/2018",16.97325397,18.20840278,17.95444775,18.3803001,18.55201091,18.29032077,87.68269345,80.90934772,80.43480159,78.13640749,76.53363492,75.87216104,0.054,22,8,214.8793335,"Moss",18,214,107.4396668,36264.2899,7.32524110828494,7325241.10828494
"2699","Wiltshire","A","02/08/2018",16.97325397,18.20840278,17.95444775,18.3803001,18.55201091,18.29032077,87.68269345,80.90934772,80.43480159,78.13640749,76.53363492,75.87216104,0.054,22,4,724.7677307,"Moss",18,214,362.3838654,412560.4374,7.32524110828494,7325241.10828494
"2700","Wiltshire","A","02/08/2018",16.97325397,18.20840278,17.95444775,18.3803001,18.55201091,18.29032077,87.68269345,80.90934772,80.43480159,78.13640749,76.53363492,75.87216104,0.054,22,7,213.36,"Moss",18,214,106.68,35753.27973,7.32524110828494,7325241.10828494
"2701","Wiltshire","A","02/08/2018",16.97325397,18.20840278,17.95444775,18.3803001,18.55201091,18.29032077,87.68269345,80.90934772,80.43480159,78.13640749,76.53363492,75.87216104,0.054,22,6,338.245,"Moss",18,214,169.1225,89857.15257,7.32524110828494,7325241.10828494
"2702","Wiltshire","A","02/08/2018",16.97325397,18.20840278,17.95444775,18.3803001,18.55201091,18.29032077,87.68269345,80.90934772,80.43480159,78.13640749,76.53363492,75.87216104,0.054,22,7,238.97,"Moss",18,214,119.485,44851.46659,7.32524110828494,7325241.10828494
"2703","Wiltshire","A","02/08/2018",16.97325397,18.20840278,17.95444775,18.3803001,18.55201091,18.29032077,87.68269345,80.90934772,80.43480159,78.13640749,76.53363492,75.87216104,0.054,22,1,220.0127792,"Moss",18,214,110.0063896,38017.68741,7.32524110828494,7325241.10828494
"2704","Wiltshire","A","02/08/2018",16.97325397,18.20840278,17.95444775,18.3803001,18.55201091,18.29032077,87.68269345,80.90934772,80.43480159,78.13640749,76.53363492,75.87216104,0.054,22,3,294.0094757,"Moss",18,214,147.0047379,67891.05173,7.32524110828494,7325241.10828494
"2705","Wiltshire","A","02/08/2018",16.97325397,18.20840278,17.95444775,18.3803001,18.55201091,18.29032077,87.68269345,80.90934772,80.43480159,78.13640749,76.53363492,75.87216104,0.054,22,3,200.8589935,"Moss",18,214,100.4294968,31686.36682,7.32524110828494,7325241.10828494
"2706","Wiltshire","A","02/08/2018",16.97325397,18.20840278,17.95444775,18.3803001,18.55201091,18.29032077,87.68269345,80.90934772,80.43480159,78.13640749,76.53363492,75.87216104,0.054,22,1,226.3619385,"Moss",18,214,113.1809693,40243.58764,7.32524110828494,7325241.10828494
"2707","Wiltshire","A","02/08/2018",16.97325397,18.20840278,17.95444775,18.3803001,18.55201091,18.29032077,87.68269345,80.90934772,80.43480159,78.13640749,76.53363492,75.87216104,0.054,22,4,255.8548355,"Moss",18,214,127.9274178,51413.49648,7.32524110828494,7325241.10828494
"2708","Wiltshire","A","02/08/2018",16.97325397,18.20840278,17.95444775,18.3803001,18.55201091,18.29032077,87.68269345,80.90934772,80.43480159,78.13640749,76.53363492,75.87216104,0.054,22,8,494.5297089,"Moss",18,214,247.2648545,192076.6866,7.32524110828494,7325241.10828494
"2709","Wiltshire","A","02/08/2018",16.97325397,18.20840278,17.95444775,18.3803001,18.55201091,18.29032077,87.68269345,80.90934772,80.43480159,78.13640749,76.53363492,75.87216104,0.054,22,4,239.7096939,"Moss",18,214,119.854847,45129.55758,7.32524110828494,7325241.10828494
"2710","Wiltshire","A","02/08/2018",16.97325397,18.20840278,17.95444775,18.3803001,18.55201091,18.29032077,87.68269345,80.90934772,80.43480159,78.13640749,76.53363492,75.87216104,0.054,22,8,535.0908508,"Moss",18,214,267.5454254,224876.9446,7.32524110828494,7325241.10828494
"2711","Wiltshire","A","02/08/2018",16.97325397,18.20840278,17.95444775,18.3803001,18.55201091,18.29032077,87.68269345,80.90934772,80.43480159,78.13640749,76.53363492,75.87216104,0.054,22,8,874.79599,"Moss",18,214,437.397995,601040.1007,7.32524110828494,7325241.10828494
"2712","Wiltshire","A","02/08/2018",16.97325397,18.20840278,17.95444775,18.3803001,18.55201091,18.29032077,87.68269345,80.90934772,80.43480159,78.13640749,76.53363492,75.87216104,0.054,22,8,544.1980591,"Moss",18,214,272.0990296,232596.8658,7.32524110828494,7325241.10828494
"2713","Wiltshire","A","02/08/2018",16.97325397,18.20840278,17.95444775,18.3803001,18.55201091,18.29032077,87.68269345,80.90934772,80.43480159,78.13640749,76.53363492,75.87216104,0.054,22,8,655.1323853,"Moss",18,214,327.5661927,337091.6683,7.32524110828494,7325241.10828494
"2714","Wiltshire","A","02/08/2018",16.97325397,18.20840278,17.95444775,18.3803001,18.55201091,18.29032077,87.68269345,80.90934772,80.43480159,78.13640749,76.53363492,75.87216104,0.054,22,8,577.8991394,"Moss",18,214,288.9495697,262297.3946,7.32524110828494,7325241.10828494
"2715","Wiltshire","A","13/08/2018",15.24818948,16.78701885,17.21169643,17.51675719,17.61574306,17.9793502,87.91434028,85.43888393,83.84671131,82.19616567,81.11411806,79.69242642,0.054,23,4,238.5869751,"Moss",18,225,119.2934876,44707.80453,2.26124314535275,2261243.14535275
"2716","Wiltshire","A","13/08/2018",15.24818948,16.78701885,17.21169643,17.51675719,17.61574306,17.9793502,87.91434028,85.43888393,83.84671131,82.19616567,81.11411806,79.69242642,0.054,23,1,342.2771759,"Moss",18,225,171.138588,92012.27344,2.26124314535275,2261243.14535275
"2717","Wiltshire","A","13/08/2018",15.24818948,16.78701885,17.21169643,17.51675719,17.61574306,17.9793502,87.91434028,85.43888393,83.84671131,82.19616567,81.11411806,79.69242642,0.054,23,5,1621.01,"Moss",18,225,810.505,2063769.878,2.26124314535275,2261243.14535275
"2718","Wiltshire","A","13/08/2018",15.24818948,16.78701885,17.21169643,17.51675719,17.61574306,17.9793502,87.91434028,85.43888393,83.84671131,82.19616567,81.11411806,79.69242642,0.054,23,1,278.1247253,"Moss",18,225,139.0623627,60753.18909,2.26124314535275,2261243.14535275
"2719","Wiltshire","A","27/08/2018",14.57510417,15.69003968,15.54275628,16.23852927,16.60303373,16.90785136,92.47206349,92.23397569,90.79409722,88.83642981,87.20161706,85.54210235,0.054,24,5,267.4210205,"Moss",18,239,133.7105103,56166.96599,0.175320946202617,175320.946202617
"2720","Wiltshire","A","27/08/2018",14.57510417,15.69003968,15.54275628,16.23852927,16.60303373,16.90785136,92.47206349,92.23397569,90.79409722,88.83642981,87.20161706,85.54210235,0.054,24,5,324.696106,"Moss",18,239,162.348053,82802.61298,0.175320946202617,175320.946202617
"2721","Wiltshire","A","27/08/2018",14.57510417,15.69003968,15.54275628,16.23852927,16.60303373,16.90785136,92.47206349,92.23397569,90.79409722,88.83642981,87.20161706,85.54210235,0.054,24,5,215.1371613,"Moss",18,239,107.5685807,36351.36716,0.175320946202617,175320.946202617
"2722","Wiltshire","B","11/06/2018",14.70797123,15.30820188,15.06873181,14.58062376,13.9027381,13.69149967,90.45490079,93.04726438,92.5804084,88.64416419,87.12870536,86.03588294,0.184,18,5,214.4831839,"Herb",18,162,107.241592,36130.70012,2.27565994180293,2275659.94180293
"2723","Wiltshire","B","11/06/2018",14.70797123,15.30820188,15.06873181,14.58062376,13.9027381,13.69149967,90.45490079,93.04726438,92.5804084,88.64416419,87.12870536,86.03588294,0.184,18,1,248.3439131,"Herb",18,162,124.1719566,48439.19546,2.27565994180293,2275659.94180293
"2724","Wiltshire","B","11/06/2018",14.70797123,15.30820188,15.06873181,14.58062376,13.9027381,13.69149967,90.45490079,93.04726438,92.5804084,88.64416419,87.12870536,86.03588294,0.184,18,4,524.7110487,"Herb",18,162,262.3555244,216237.1455,2.27565994180293,2275659.94180293
"2725","Wiltshire","B","11/06/2018",14.70797123,15.30820188,15.06873181,14.58062376,13.9027381,13.69149967,90.45490079,93.04726438,92.5804084,88.64416419,87.12870536,86.03588294,0.184,18,6,297.7872766,"Herb",18,162,148.8936383,69646.95879,2.27565994180293,2275659.94180293
"2726","Wiltshire","B","11/06/2018",14.70797123,15.30820188,15.06873181,14.58062376,13.9027381,13.69149967,90.45490079,93.04726438,92.5804084,88.64416419,87.12870536,86.03588294,0.184,18,6,236.5625698,"Herb",18,162,118.2812849,43952.33376,2.27565994180293,2275659.94180293
"2727","Wiltshire","B","11/06/2018",14.70797123,15.30820188,15.06873181,14.58062376,13.9027381,13.69149967,90.45490079,93.04726438,92.5804084,88.64416419,87.12870536,86.03588294,0.184,18,5,262.2412198,"Herb",18,162,131.1206099,54012.19091,2.27565994180293,2275659.94180293
"2728","Wiltshire","B","11/06/2018",14.70797123,15.30820188,15.06873181,14.58062376,13.9027381,13.69149967,90.45490079,93.04726438,92.5804084,88.64416419,87.12870536,86.03588294,0.184,18,4,366.4284879,"Herb",18,162,183.214244,105455.2832,2.27565994180293,2275659.94180293
"2729","Wiltshire","B","11/06/2018",14.70797123,15.30820188,15.06873181,14.58062376,13.9027381,13.69149967,90.45490079,93.04726438,92.5804084,88.64416419,87.12870536,86.03588294,0.184,18,4,524.7110487,"Herb",18,162,262.3555244,216237.1455,2.27565994180293,2275659.94180293
"2730","Wiltshire","B","11/06/2018",14.70797123,15.30820188,15.06873181,14.58062376,13.9027381,13.69149967,90.45490079,93.04726438,92.5804084,88.64416419,87.12870536,86.03588294,0.184,18,7,674.450009,"Herb",18,162,337.2250045,357264.1272,2.27565994180293,2275659.94180293
"2731","Wiltshire","B","11/06/2018",14.70797123,15.30820188,15.06873181,14.58062376,13.9027381,13.69149967,90.45490079,93.04726438,92.5804084,88.64416419,87.12870536,86.03588294,0.184,18,6,380.9584569,"Herb",18,162,190.4792285,113984.3217,2.27565994180293,2275659.94180293
"2732","Wiltshire","B","11/06/2018",14.70797123,15.30820188,15.06873181,14.58062376,13.9027381,13.69149967,90.45490079,93.04726438,92.5804084,88.64416419,87.12870536,86.03588294,0.184,18,7,799.8979234,"Herb",18,162,399.9489617,502526.5595,2.27565994180293,2275659.94180293
"2733","Wiltshire","B","11/06/2018",14.70797123,15.30820188,15.06873181,14.58062376,13.9027381,13.69149967,90.45490079,93.04726438,92.5804084,88.64416419,87.12870536,86.03588294,0.184,18,4,498.0647974,"Herb",18,162,249.0323987,194832.5776,2.27565994180293,2275659.94180293
"2734","Wiltshire","B","11/06/2018",14.70797123,15.30820188,15.06873181,14.58062376,13.9027381,13.69149967,90.45490079,93.04726438,92.5804084,88.64416419,87.12870536,86.03588294,0.184,18,5,486.575861,"Herb",18,162,243.2879305,185947.7814,2.27565994180293,2275659.94180293
"2735","Wiltshire","B","11/06/2018",14.70797123,15.30820188,15.06873181,14.58062376,13.9027381,13.69149967,90.45490079,93.04726438,92.5804084,88.64416419,87.12870536,86.03588294,0.184,18,3,325.2310015,"Herb",18,162,162.6155008,83075.65122,2.27565994180293,2275659.94180293
"2736","Wiltshire","B","11/06/2018",14.70797123,15.30820188,15.06873181,14.58062376,13.9027381,13.69149967,90.45490079,93.04726438,92.5804084,88.64416419,87.12870536,86.03588294,0.184,18,3,247.0041575,"Herb",18,162,123.5020788,47917.96962,2.27565994180293,2275659.94180293
"2737","Wiltshire","B","25/06/2018",15.60587798,14.93218254,14.85744544,15.12019221,15.0141121,14.69781002,80.10573413,84.9091245,86.7577166,88.97819444,89.51189484,87.39915096,0.184,19,3,212.275,"Herb",18,176,106.1375,35390.57188,5.30876778115402,5308767.78115402
"2738","Wiltshire","B","25/06/2018",15.60587798,14.93218254,14.85744544,15.12019221,15.0141121,14.69781002,80.10573413,84.9091245,86.7577166,88.97819444,89.51189484,87.39915096,0.184,19,4,248.895,"Herb",18,176,124.4475,48654.41172,5.30876778115402,5308767.78115402
"2739","Wiltshire","B","25/06/2018",15.60587798,14.93218254,14.85744544,15.12019221,15.0141121,14.69781002,80.10573413,84.9091245,86.7577166,88.97819444,89.51189484,87.39915096,0.184,19,1,401.62,"Herb",18,176,200.81,126683.6434,5.30876778115402,5308767.78115402
"2740","Wiltshire","B","25/06/2018",15.60587798,14.93218254,14.85744544,15.12019221,15.0141121,14.69781002,80.10573413,84.9091245,86.7577166,88.97819444,89.51189484,87.39915096,0.184,19,1,437.7775,"Herb",18,176,218.88875,150520.8822,5.30876778115402,5308767.78115402
"2741","Wiltshire","B","25/06/2018",15.60587798,14.93218254,14.85744544,15.12019221,15.0141121,14.69781002,80.10573413,84.9091245,86.7577166,88.97819444,89.51189484,87.39915096,0.184,19,3,315.49,"Herb",18,176,157.745,78173.77375,5.30876778115402,5308767.78115402
"2742","Wiltshire","B","25/06/2018",15.60587798,14.93218254,14.85744544,15.12019221,15.0141121,14.69781002,80.10573413,84.9091245,86.7577166,88.97819444,89.51189484,87.39915096,0.184,19,2,261.675,"Herb",18,176,130.8375,53779.20118,5.30876778115402,5308767.78115402
"2743","Wiltshire","B","25/06/2018",15.60587798,14.93218254,14.85744544,15.12019221,15.0141121,14.69781002,80.10573413,84.9091245,86.7577166,88.97819444,89.51189484,87.39915096,0.184,19,4,242.915,"Herb",18,176,121.4575,46344.53703,5.30876778115402,5308767.78115402
"2744","Wiltshire","B","25/06/2018",15.60587798,14.93218254,14.85744544,15.12019221,15.0141121,14.69781002,80.10573413,84.9091245,86.7577166,88.97819444,89.51189484,87.39915096,0.184,19,3,211.34,"Herb",18,176,105.67,35079.49135,5.30876778115402,5308767.78115402
"2745","Wiltshire","B","25/06/2018",15.60587798,14.93218254,14.85744544,15.12019221,15.0141121,14.69781002,80.10573413,84.9091245,86.7577166,88.97819444,89.51189484,87.39915096,0.184,19,1,237.855,"Herb",18,176,118.9275,44433.9019,5.30876778115402,5308767.78115402
"2746","Wiltshire","B","25/06/2018",15.60587798,14.93218254,14.85744544,15.12019221,15.0141121,14.69781002,80.10573413,84.9091245,86.7577166,88.97819444,89.51189484,87.39915096,0.184,19,2,773.325,"Herb",18,176,386.6625,469692.8854,5.30876778115402,5308767.78115402
"2747","Wiltshire","B","25/06/2018",15.60587798,14.93218254,14.85744544,15.12019221,15.0141121,14.69781002,80.10573413,84.9091245,86.7577166,88.97819444,89.51189484,87.39915096,0.184,19,6,1704.865,"Herb",18,176,852.4325,2282810.552,5.30876778115402,5308767.78115402
"2748","Wiltshire","B","25/06/2018",15.60587798,14.93218254,14.85744544,15.12019221,15.0141121,14.69781002,80.10573413,84.9091245,86.7577166,88.97819444,89.51189484,87.39915096,0.184,19,5,430.24,"Herb",18,176,215.12,145382.2718,5.30876778115402,5308767.78115402
"2749","Wiltshire","B","25/06/2018",15.60587798,14.93218254,14.85744544,15.12019221,15.0141121,14.69781002,80.10573413,84.9091245,86.7577166,88.97819444,89.51189484,87.39915096,0.184,19,1,236.77,"Herb",18,176,118.385,44029.44688,5.30876778115402,5308767.78115402
"2750","Wiltshire","B","25/06/2018",15.60587798,14.93218254,14.85744544,15.12019221,15.0141121,14.69781002,80.10573413,84.9091245,86.7577166,88.97819444,89.51189484,87.39915096,0.184,19,1,238.805,"Herb",18,176,119.4025,44789.55139,5.30876778115402,5308767.78115402
"2751","Wiltshire","B","25/06/2018",15.60587798,14.93218254,14.85744544,15.12019221,15.0141121,14.69781002,80.10573413,84.9091245,86.7577166,88.97819444,89.51189484,87.39915096,0.184,19,7,242.73,"Herb",18,176,121.365,46273.97346,5.30876778115402,5308767.78115402
"2752","Wiltshire","B","25/06/2018",15.60587798,14.93218254,14.85744544,15.12019221,15.0141121,14.69781002,80.10573413,84.9091245,86.7577166,88.97819444,89.51189484,87.39915096,0.184,19,3,595.755,"Herb",18,176,297.8775,278756.6735,5.30876778115402,5308767.78115402
"2753","Wiltshire","B","25/06/2018",15.60587798,14.93218254,14.85744544,15.12019221,15.0141121,14.69781002,80.10573413,84.9091245,86.7577166,88.97819444,89.51189484,87.39915096,0.184,19,6,346.4,"Herb",18,176,173.2,94242.2504,5.30876778115402,5308767.78115402
"2754","Wiltshire","B","25/06/2018",15.60587798,14.93218254,14.85744544,15.12019221,15.0141121,14.69781002,80.10573413,84.9091245,86.7577166,88.97819444,89.51189484,87.39915096,0.184,19,7,426.06,"Herb",18,176,213.03,142571.0695,5.30876778115402,5308767.78115402
"2755","Wiltshire","B","25/06/2018",15.60587798,14.93218254,14.85744544,15.12019221,15.0141121,14.69781002,80.10573413,84.9091245,86.7577166,88.97819444,89.51189484,87.39915096,0.184,19,4,258.295,"Herb",18,176,129.1475,52398.86501,5.30876778115402,5308767.78115402
"2756","Wiltshire","B","25/06/2018",15.60587798,14.93218254,14.85744544,15.12019221,15.0141121,14.69781002,80.10573413,84.9091245,86.7577166,88.97819444,89.51189484,87.39915096,0.184,19,8,249.85,"Herb",18,176,124.925,49028.49802,5.30876778115402,5308767.78115402
"2757","Wiltshire","B","25/06/2018",15.60587798,14.93218254,14.85744544,15.12019221,15.0141121,14.69781002,80.10573413,84.9091245,86.7577166,88.97819444,89.51189484,87.39915096,0.184,19,1,473.935,"Herb",18,176,236.9675,176411.7248,5.30876778115402,5308767.78115402
"2758","Wiltshire","B","25/06/2018",15.60587798,14.93218254,14.85744544,15.12019221,15.0141121,14.69781002,80.10573413,84.9091245,86.7577166,88.97819444,89.51189484,87.39915096,0.184,19,8,569.495,"Herb",18,176,284.7475,254723.9099,5.30876778115402,5308767.78115402
"2759","Wiltshire","B","25/06/2018",15.60587798,14.93218254,14.85744544,15.12019221,15.0141121,14.69781002,80.10573413,84.9091245,86.7577166,88.97819444,89.51189484,87.39915096,0.184,19,4,359.375,"Herb",18,176,179.6875,101434.4796,5.30876778115402,5308767.78115402
"2760","Wiltshire","B","25/06/2018",15.60587798,14.93218254,14.85744544,15.12019221,15.0141121,14.69781002,80.10573413,84.9091245,86.7577166,88.97819444,89.51189484,87.39915096,0.184,19,4,407.1,"Herb",18,176,203.55,130164.3596,5.30876778115402,5308767.78115402
"2761","Wiltshire","B","25/06/2018",15.60587798,14.93218254,14.85744544,15.12019221,15.0141121,14.69781002,80.10573413,84.9091245,86.7577166,88.97819444,89.51189484,87.39915096,0.184,19,7,286.345,"Herb",18,176,143.1725,64397.51213,5.30876778115402,5308767.78115402
"2762","Wiltshire","B","25/06/2018",15.60587798,14.93218254,14.85744544,15.12019221,15.0141121,14.69781002,80.10573413,84.9091245,86.7577166,88.97819444,89.51189484,87.39915096,0.184,19,4,265.06,"Herb",18,176,132.53,55179.56451,5.30876778115402,5308767.78115402
"2763","Wiltshire","B","25/06/2018",15.60587798,14.93218254,14.85744544,15.12019221,15.0141121,14.69781002,80.10573413,84.9091245,86.7577166,88.97819444,89.51189484,87.39915096,0.184,19,2,311.15,"Herb",18,176,155.575,76037.79108,5.30876778115402,5308767.78115402
"2764","Wiltshire","B","25/06/2018",15.60587798,14.93218254,14.85744544,15.12019221,15.0141121,14.69781002,80.10573413,84.9091245,86.7577166,88.97819444,89.51189484,87.39915096,0.184,19,7,480.565,"Herb",18,176,240.2825,181381.9875,5.30876778115402,5308767.78115402
"2765","Wiltshire","B","09/07/2018",19.79738591,19.49141617,18.19623677,17.21179936,16.71103373,16.57726687,72.58396825,70.70062004,73.83565807,77.80487227,80.33487798,82.88566964,0.184,20,8,206.02,"Herb",18,190,103.01,33335.62846,7.42312455702585,7423124.55702585
"2766","Wiltshire","B","09/07/2018",19.79738591,19.49141617,18.19623677,17.21179936,16.71103373,16.57726687,72.58396825,70.70062004,73.83565807,77.80487227,80.33487798,82.88566964,0.184,20,1,289.63,"Herb",18,190,144.815,65883.54662,7.42312455702585,7423124.55702585
"2767","Wiltshire","B","09/07/2018",19.79738591,19.49141617,18.19623677,17.21179936,16.71103373,16.57726687,72.58396825,70.70062004,73.83565807,77.80487227,80.33487798,82.88566964,0.184,20,2,952.545,"Herb",18,190,476.2725,712624.7223,7.42312455702585,7423124.55702585
"2768","Wiltshire","B","09/07/2018",19.79738591,19.49141617,18.19623677,17.21179936,16.71103373,16.57726687,72.58396825,70.70062004,73.83565807,77.80487227,80.33487798,82.88566964,0.184,20,1,697.235,"Herb",18,190,348.6175,381810.8283,7.42312455702585,7423124.55702585
"2769","Wiltshire","B","09/07/2018",19.79738591,19.49141617,18.19623677,17.21179936,16.71103373,16.57726687,72.58396825,70.70062004,73.83565807,77.80487227,80.33487798,82.88566964,0.184,20,4,512.635,"Herb",18,190,256.3175,206398.4301,7.42312455702585,7423124.55702585
"2770","Wiltshire","B","09/07/2018",19.79738591,19.49141617,18.19623677,17.21179936,16.71103373,16.57726687,72.58396825,70.70062004,73.83565807,77.80487227,80.33487798,82.88566964,0.184,20,4,255.97,"Herb",18,190,127.985,51459.79103,7.42312455702585,7423124.55702585
"2771","Wiltshire","B","09/07/2018",19.79738591,19.49141617,18.19623677,17.21179936,16.71103373,16.57726687,72.58396825,70.70062004,73.83565807,77.80487227,80.33487798,82.88566964,0.184,20,2,722.195,"Herb",18,190,361.0975,409636.6785,7.42312455702585,7423124.55702585
"2772","Wiltshire","B","09/07/2018",19.79738591,19.49141617,18.19623677,17.21179936,16.71103373,16.57726687,72.58396825,70.70062004,73.83565807,77.80487227,80.33487798,82.88566964,0.184,20,4,336.725,"Herb",18,190,168.3625,89051.36987,7.42312455702585,7423124.55702585
"2773","Wiltshire","B","09/07/2018",19.79738591,19.49141617,18.19623677,17.21179936,16.71103373,16.57726687,72.58396825,70.70062004,73.83565807,77.80487227,80.33487798,82.88566964,0.184,20,4,310.57,"Herb",18,190,155.285,75754.57839,7.42312455702585,7423124.55702585
"2774","Wiltshire","B","09/07/2018",19.79738591,19.49141617,18.19623677,17.21179936,16.71103373,16.57726687,72.58396825,70.70062004,73.83565807,77.80487227,80.33487798,82.88566964,0.184,20,8,423.405,"Herb",18,190,211.7025,140799.7378,7.42312455702585,7423124.55702585
"2775","Wiltshire","B","09/07/2018",19.79738591,19.49141617,18.19623677,17.21179936,16.71103373,16.57726687,72.58396825,70.70062004,73.83565807,77.80487227,80.33487798,82.88566964,0.184,20,8,509.525,"Herb",18,190,254.7625,203901.7141,7.42312455702585,7423124.55702585
"2776","Wiltshire","B","09/07/2018",19.79738591,19.49141617,18.19623677,17.21179936,16.71103373,16.57726687,72.58396825,70.70062004,73.83565807,77.80487227,80.33487798,82.88566964,0.184,20,4,378.305,"Herb",18,190,189.1525,112402.0013,7.42312455702585,7423124.55702585
"2777","Wiltshire","B","09/07/2018",19.79738591,19.49141617,18.19623677,17.21179936,16.71103373,16.57726687,72.58396825,70.70062004,73.83565807,77.80487227,80.33487798,82.88566964,0.184,20,7,582.34,"Herb",18,190,291.17,266344.1275,7.42312455702585,7423124.55702585
"2778","Wiltshire","B","09/07/2018",19.79738591,19.49141617,18.19623677,17.21179936,16.71103373,16.57726687,72.58396825,70.70062004,73.83565807,77.80487227,80.33487798,82.88566964,0.184,20,8,420.32,"Herb",18,190,210.16,138755.4315,7.42312455702585,7423124.55702585
"2779","Wiltshire","B","09/07/2018",19.79738591,19.49141617,18.19623677,17.21179936,16.71103373,16.57726687,72.58396825,70.70062004,73.83565807,77.80487227,80.33487798,82.88566964,0.184,20,4,320.77,"Herb",18,190,160.385,80812.28181,7.42312455702585,7423124.55702585
"2780","Wiltshire","B","09/07/2018",19.79738591,19.49141617,18.19623677,17.21179936,16.71103373,16.57726687,72.58396825,70.70062004,73.83565807,77.80487227,80.33487798,82.88566964,0.184,20,4,420.845,"Herb",18,190,210.4225,139102.2724,7.42312455702585,7423124.55702585
"2781","Wiltshire","B","09/07/2018",19.79738591,19.49141617,18.19623677,17.21179936,16.71103373,16.57726687,72.58396825,70.70062004,73.83565807,77.80487227,80.33487798,82.88566964,0.184,20,2,962.26,"Herb",18,190,481.13,727234.9586,7.42312455702585,7423124.55702585
